CustomerID,Name,OnlineBooking,OfflineBooking,Destination,BookingMode,FlightType,Age,Fare,CustomerRating,TravelClass,FlightStatus,NumPassengers
33,Ranbir Saxena,False,False,Machilipatnam,Offline,International,25,25761,3.7,First,On Time,3
34,Dhanush Bedi,False,True,Bhopal,Offline,International,34,21694,4.8,First,Delayed,5
35,Priyansh Mahal,False,False,Gulbarga,Offline,International,54,28062,4.7,Economy,On Time,1
36,Anay Dani,False,False,Rohtak,Offline,International,28,27811,4.9,Business,Canceled,3
37,Nitara Sehgal,True,False,Muzaffarpur,Offline,International,50,9413,4.3,Business,Delayed,1
38,Miraan Shukla,False,False,Jamnagar,Offline,International,22,28551,3.9,First,Delayed,1
39,Rati Ganesan,False,True,Nizamabad,Offline,International,52,22028,4.5,Business,Delayed,1
40,Tejas Balan,True,False,Warangal,Offline,International,58,17251,3.7,Economy,On Time,4
41,Anika Rajagopalan,False,False,Noida,Offline,International,70,16568,3.8,First,Canceled,2
42,Devansh Upadhyay,False,True,Gangtok,Offline,International,47,27374,3.4,First,Canceled,2
43,Tarini Mall,False,True,Bongaigaon,Offline,International,53,9003,3.8,Economy,Canceled,2
44,Zaina Chokshi,True,True,Tadipatri,Offline,International,32,27251,3.6,Economy,On Time,5
45,Rhea Baral,False,False,Jalandhar,Offline,International,57,9607,4.1,First,On Time,3
46,Shlok Devan,False,False,Tiruchirappalli,Offline,International,56,12729,4.1,Economy,On Time,4
47,Nehmat Bahri,True,False,Jamalpur,Offline,International,34,6164,3.0,Economy,On Time,1
48,Hrishita Kamdar,True,True,Yamunanagar,Offline,International,32,8726,4.2,Economy,Canceled,4
49,Gokul Karnik,False,True,Darbhanga,Offline,International,39,23837,3.8,Business,Delayed,5
50,Lakshay Uppal,True,False,Khammam,Offline,International,38,25169,3.5,First,Delayed,5
51,Neysa Vig,True,False,Amaravati,Offline,International,49,14276,3.3,Business,On Time,1
52,Darshit Handa,True,False,Bhubaneswar,Offline,International,52,24129,3.3,First,Delayed,1
53,Ivana Ramanathan,True,True,Guntakal,Offline,International,49,13232,4.2,First,Canceled,5
54,Pihu Zachariah,True,True,Madurai,Offline,International,59,29332,3.1,Economy,Canceled,2
55,Jivika Badami,False,True,Jaipur,Offline,International,47,16237,3.8,Economy,On Time,2
56,Aarush Grewal,False,False,Vadodara,Offline,International,31,14616,3.4,Business,On Time,1
57,Diya Chaudhuri,False,False,Kolhapur,Offline,International,22,11575,4.1,Business,Delayed,3
58,Dhanush Sheth,False,False,Navi Mumbai,Offline,International,68,23443,3.0,Economy,On Time,2
59,Tushar Shan,True,False,Mangalore,Offline,International,40,11848,4.9,Business,Delayed,2
60,Yakshit Chand,False,True,Latur,Offline,International,38,27134,3.1,Economy,On Time,4
61,Seher Bhatt,True,True,Kolhapur,Offline,International,18,28178,3.4,Business,Canceled,4
62,Kartik Badal,True,False,Giridih,Offline,International,25,22950,4.0,Business,Delayed,2
63,Kiara Lad,False,False,Jabalpur,Offline,International,67,10495,4.4,First,On Time,5
64,Taran Boase,False,True,Buxar,Offline,International,56,23762,4.3,First,Canceled,3
65,Vihaan Khurana,True,True,Bhusawal,Offline,International,55,24970,3.8,Economy,On Time,4
66,Eva Magar,False,True,Bhubaneswar,Offline,International,20,12597,3.3,Business,On Time,2
67,Miraan Rajan,False,False,Amravati,Offline,International,63,29375,4.4,Business,Delayed,3
68,Suhana Handa,True,True,Patiala,Offline,International,51,16030,4.6,Economy,Canceled,2
69,Shamik Bhatnagar,True,False,Narasaraopet,Offline,International,70,14180,3.4,Business,Delayed,3
70,Anvi De,False,False,Pune,Offline,International,35,10122,4.2,Business,On Time,2
71,Akarsh Rana,False,False,Allahabad,Offline,International,64,29052,3.4,Economy,Canceled,4
72,Samiha Hayre,False,False,Deoghar,Offline,International,49,23114,3.3,Business,On Time,1
73,Ela Majumdar,False,False,Yamunanagar,Offline,International,64,27624,4.6,First,Delayed,1
74,Nishith Vasa,True,False,Bally,Offline,International,59,15964,4.6,Economy,Delayed,1
75,Hiran Samra,True,False,Miryalaguda,Offline,International,47,19053,4.5,Business,Canceled,3
76,Priyansh Dutta,True,True,Imphal,Offline,International,42,27477,4.6,Business,Delayed,4
77,Hansh Sidhu,True,True,Bhind,Offline,International,34,29472,3.4,Economy,Delayed,2
78,Mehul Sampath,False,True,Chandrapur,Offline,International,37,10580,4.4,Economy,Canceled,5
79,Madhav Bhargava,True,False,Shimoga,Offline,International,30,14972,4.9,Business,Canceled,2
80,Saksham Saran,True,True,Hyderabad,Online,International,65,11096,3.2,Business,Canceled,5
81,Anahi Dasgupta,True,False,Tadipatri,Offline,International,68,29367,4.1,First,On Time,5
82,Darshit Raj,False,True,Bikaner,Offline,International,54,27327,3.7,First,Canceled,3
83,Emir Dutt,True,False,Barasat,Offline,International,55,29177,3.0,Economy,Delayed,1
84,Purab Vaidya,True,True,Muzaffarnagar,Offline,International,45,24102,3.6,Business,Delayed,4
85,Trisha Bedi,False,True,Panchkula,Offline,International,63,25850,4.9,First,On Time,2
86,Arnav Joshi,True,False,Hapur,Offline,International,62,23320,3.5,Economy,Canceled,4
87,Advika Sabharwal,False,False,Jorhat,Offline,International,68,26855,3.6,Economy,Delayed,4
88,Raghav Kalita,False,False,Pudukkottai,Offline,International,70,20367,3.1,First,Delayed,5
89,Anaya Saxena,True,False,Bhalswa Jahangir Pur,Offline,International,62,25596,3.5,Economy,On Time,2
90,Yasmin Babu,True,False,Machilipatnam,Offline,International,65,7778,4.1,Business,Canceled,1
91,Raunak Cheema,True,True,Nizamabad,Offline,International,46,21045,3.4,Business,Delayed,2
92,Drishya Bala,False,True,Kalyan-Dombivli,Offline,International,57,5126,4.3,Business,On Time,2
93,Miraya Bhagat,False,False,Hindupur,Offline,International,70,17274,3.0,First,Delayed,2
94,Onkar Sekhon,True,True,Rohtak,Offline,International,36,9720,4.8,Economy,Canceled,4
95,Siya Magar,False,True,Secunderabad,Offline,International,38,19012,3.9,Business,Delayed,3
96,Divyansh Dhillon,True,True,Jhansi,Offline,International,37,27967,4.6,Business,Delayed,5
97,Nirvaan Ahuja,True,True,Chapra,Offline,International,47,10940,3.2,Business,On Time,1
98,Sana Chakraborty,True,True,Chandrapur,Offline,International,28,28323,4.3,First,Canceled,4
99,Yasmin Halder,True,False,Amravati,Offline,International,20,11109,3.6,Business,Canceled,5
100,Amira Saxena,False,True,Kolhapur,Offline,International,60,16056,4.8,Economy,Canceled,2
101,Neelofar Luthra,False,True,Faridabad,Offline,International,57,25723,3.9,Economy,Canceled,1
102,Miraya Tank,False,True,Visakhapatnam,Offline,International,45,20035,4.6,Business,On Time,5
103,Divit Majumdar,False,False,Durgapur,Offline,International,63,6701,4.8,First,On Time,4
104,Veer Jha,True,True,Junagadh,Offline,International,54,7687,3.4,First,Delayed,3
105,Jayesh Chhabra,False,False,Vellore,Offline,International,54,12418,4.6,Economy,Delayed,2
106,Zaina Johal,False,True,Nangloi Jat,Offline,International,46,19178,4.9,Business,On Time,1
107,Yasmin Subramaniam,True,False,Bareilly,Offline,International,24,10705,3.6,Economy,On Time,3
108,Vedika Sarma,False,True,Bikaner,Offline,International,38,8306,3.4,First,Canceled,4
109,Kabir Jaggi,True,False,Uluberia,Offline,International,23,22107,4.0,Business,Delayed,2
110,Trisha Dave,False,False,Rohtak,Offline,International,44,20555,4.0,Business,Delayed,1
111,Pari Sankaran,True,True,Mumbai,Online,Domestic,50,11308,3.0,Economy,On Time,2
112,Kartik Banerjee,False,False,Vijayawada,Offline,International,52,6219,3.2,First,Canceled,4
113,Nitya Gera,False,True,Berhampore,Offline,International,28,26108,3.7,First,Delayed,1
114,Shamik Kota,False,False,Phagwara,Offline,International,65,23361,4.7,Business,Canceled,2
115,Kabir Tank,False,True,Srinagar,Offline,International,60,8144,3.8,Business,Delayed,4
116,Anahi Dhar,False,False,Buxar,Offline,International,18,16384,4.1,Business,Delayed,3
117,Nehmat Goswami,True,False,Buxar,Offline,International,61,15469,3.1,Business,On Time,4
118,Aayush Wadhwa,True,False,Khammam,Offline,International,50,23662,3.2,First,On Time,2
119,Miraan Shan,False,True,Siwan,Offline,International,42,19067,4.7,First,On Time,4
120,Yakshit Chana,False,True,Bhiwani,Offline,International,30,7783,4.4,Business,Canceled,1
121,Darshit Bath,True,True,Ajmer,Offline,International,53,19864,4.9,First,Delayed,2
122,Ehsaan Raju,True,True,Bellary,Offline,International,66,27267,4.4,Economy,Canceled,4
123,Jivin Dey,True,True,Satna,Offline,International,40,28138,4.8,Economy,Canceled,3
124,Arnav Khanna,False,True,Amaravati,Offline,International,40,16131,3.0,Economy,Delayed,5
125,Khushi Shere,True,False,Kolkata,Online,International,55,6746,3.2,Economy,Canceled,1
126,Eva Bains,False,True,Indore,Offline,International,58,22660,4.5,Business,On Time,2
127,Rania Vig,False,True,Nangloi Jat,Offline,International,23,7696,4.1,Economy,Delayed,1
128,Divyansh Bobal,True,False,Nellore,Offline,International,41,24659,3.8,First,Delayed,5
129,Mohanlal Dhawan,False,False,Hyderabad,Online,International,60,8145,3.5,Economy,Delayed,2
130,Siya Gala,True,False,Ghaziabad,Offline,International,46,20260,3.9,Business,On Time,4
131,Pranay Ganguly,False,False,Bhagalpur,Offline,International,38,20268,3.7,First,On Time,3
132,Yuvraj  Acharya,True,True,Bangalore,Online,Domestic,54,13053,3.8,First,Delayed,4
133,Abram Rastogi,True,True,Jamalpur,Offline,International,36,21296,4.0,Business,Canceled,5
134,Shalv Ganesan,False,True,Gulbarga,Offline,International,69,28206,3.3,First,On Time,1
135,Purab Sarraf,False,False,Bongaigaon,Offline,International,26,24716,4.4,Economy,On Time,2
136,Nirvaan Ram,False,False,Kota,Offline,International,65,21933,4.3,Economy,Delayed,5
137,Anvi Bhavsar,True,False,Bangalore,Online,Domestic,55,20153,4.2,Economy,Canceled,3
138,Kabir Sanghvi,False,True,Mahbubnagar,Offline,International,26,21425,4.7,Economy,Canceled,2
139,Amani Sangha,True,False,Dindigul,Offline,International,60,25855,4.8,Economy,On Time,3
140,Rohan Sinha,True,True,Muzaffarpur,Offline,International,51,16021,3.8,First,Delayed,1
141,Biju Balan,False,True,Vijayanagaram,Offline,International,31,19334,4.1,Business,On Time,1
142,Misha Goswami,True,True,Maheshtala,Offline,International,39,6909,3.7,Economy,Delayed,1
143,Baiju Sastry,True,True,Jabalpur,Offline,International,57,21995,4.6,Business,Canceled,4
144,Lavanya Bhattacharyya,True,False,Barasat,Offline,International,69,23860,3.9,Business,Delayed,3
145,Tushar Badal,False,False,Panchkula,Offline,International,52,24002,3.9,Economy,On Time,5
146,Manikya Bhat,False,False,Hindupur,Offline,International,33,23762,3.2,Business,Delayed,2
147,Damini Bumb,True,False,Siwan,Offline,International,23,11274,4.7,Business,Delayed,1
148,Saanvi Bobal,True,False,Varanasi,Offline,International,35,28565,4.9,Business,On Time,1
149,Romil Chopra,True,False,Mahbubnagar,Offline,International,65,27040,4.9,Business,On Time,2
150,Lakshit Kala,True,False,Nizamabad,Offline,International,41,20681,4.2,Economy,Canceled,1
151,Saanvi Bora,False,True,Gangtok,Offline,International,57,26203,3.2,Business,Canceled,4
152,Reyansh Bawa,True,True,Giridih,Offline,International,28,18761,4.6,First,On Time,3
153,Vedika Ratta,False,False,Jalandhar,Offline,International,64,29776,3.0,First,Canceled,2
154,Krish Chanda,True,True,Rajkot,Offline,International,64,7080,3.2,First,On Time,4
155,Ahana  De,False,False,Gorakhpur,Offline,International,59,22457,4.4,Economy,Canceled,5
156,Parinaaz Venkatesh,True,True,Chandigarh,Offline,International,62,9386,3.0,First,Canceled,1
157,Chirag Verma,True,False,Gaya,Offline,International,68,6495,3.1,Business,On Time,4
158,Nirvaan Sur,False,True,Panipat,Offline,International,59,12928,3.1,Business,Canceled,4
159,Reyansh Badal,True,True,Patna,Offline,International,28,22919,4.9,Business,Delayed,2
160,Anika Sarma,False,True,Guntakal,Offline,International,23,6674,3.0,First,Canceled,3
161,Darshit Bera,True,True,Raurkela Industrial Township,Offline,International,31,19187,4.3,Business,Delayed,1
162,Stuvan Sehgal,False,True,Chittoor,Offline,International,24,24804,4.4,Economy,Canceled,5
163,Raghav Grewal,True,False,Kishanganj,Offline,International,22,5916,4.9,Economy,Delayed,3
164,Sara Jha,False,True,Saharanpur,Offline,International,49,5483,3.2,First,Delayed,1
165,Trisha Sridhar,False,True,Hosur,Offline,International,61,27056,3.3,Business,Delayed,4
166,Neysa Goswami,False,False,Orai,Offline,International,63,27661,4.7,Economy,Delayed,5
167,Baiju Dhillon,False,True,Ballia,Offline,International,31,6270,3.6,Economy,Delayed,5
168,Armaan Kunda,False,True,Ongole,Offline,International,28,16693,4.0,First,Delayed,5
169,Manikya Sagar,False,True,Latur,Offline,International,28,14760,3.8,Economy,Canceled,3
170,Faiyaz Saxena,True,True,Gulbarga,Offline,International,19,15160,4.0,Business,Canceled,5
171,Sara Datta,True,False,Durgapur,Offline,International,30,26989,4.5,First,Canceled,3
172,Indrajit Manda,True,False,Vijayawada,Offline,International,30,19588,3.9,First,On Time,5
173,Vedika Taneja,True,False,Davanagere,Offline,International,23,8871,3.2,Business,Delayed,4
174,Jayant Dora,True,True,Raiganj,Offline,International,28,23061,3.4,First,Delayed,1
175,Ishita Khurana,False,True,Yamunanagar,Offline,International,32,22765,3.5,Economy,Canceled,5
176,Kartik Dewan,False,True,Gandhidham,Offline,International,50,9408,3.3,Business,Delayed,4
177,Zain Dada,True,False,Raipur,Offline,International,40,20721,4.4,Economy,Canceled,5
178,Suhana Mandal,False,True,Dibrugarh,Offline,International,43,29861,3.5,First,On Time,3
179,Dhanush Thakur,False,True,Bilaspur,Offline,International,68,17729,3.0,Business,Delayed,2
180,Veer Atwal,True,True,Burhanpur,Offline,International,35,21308,5.0,Economy,On Time,1
181,Shayak Ganesh,False,False,Bhilai,Offline,International,53,9145,4.2,First,On Time,5
182,Nitya Kapoor,False,False,Ranchi,Offline,International,33,23312,3.1,Business,Canceled,1
183,Misha Rana,False,False,Nangloi Jat,Offline,International,42,19271,3.4,First,Delayed,3
184,Saira Buch,True,False,Morbi,Offline,International,53,23263,3.2,Business,Canceled,5
185,Oorja Kari,False,True,Gwalior,Offline,International,33,24735,4.4,Business,Delayed,5
186,Rohan Aggarwal,True,True,Eluru,Offline,International,20,5784,4.4,Economy,On Time,4
187,Madhav Chakrabarti,False,False,Raebareli,Offline,International,51,26528,3.2,Business,On Time,5
188,Kaira Chadha,False,False,Jalgaon,Offline,International,40,28213,4.5,Business,Delayed,2
189,Kashvi Bahl,False,True,Jalna,Offline,International,33,22107,3.8,First,Canceled,4
190,Amira Chhabra,False,False,Berhampur,Offline,International,66,24529,3.5,Economy,Delayed,2
191,Mishti Chandra,False,True,Hapur,Offline,International,44,24678,4.8,First,Delayed,5
192,Jayant Upadhyay,True,True,Bardhaman,Offline,International,20,27805,4.3,Business,On Time,5
193,Zaina Bansal,True,False,Bahraich,Offline,International,34,25513,4.2,Business,On Time,4
194,Sahil Kapoor,False,True,Kollam,Offline,International,64,25566,4.8,First,Canceled,5
195,Dhanuk Garg,False,False,Thoothukudi,Offline,International,31,23381,4.9,Economy,Canceled,2
196,Umang Gokhale,True,True,Uluberia,Offline,International,37,22079,4.9,Business,On Time,4
197,Kaira Goel,False,False,Thoothukudi,Offline,International,52,15974,4.7,Business,Delayed,3
198,Anvi Ratta,False,True,Noida,Offline,International,18,10546,4.0,First,Canceled,4
199,Jayesh Tank,False,True,Shimla,Offline,International,59,8779,3.8,First,Canceled,2
200,Eva Rama,True,True,Dindigul,Offline,International,35,19336,4.2,Business,Delayed,1
201,Shayak Korpal,False,False,Munger,Offline,International,21,19838,4.2,First,On Time,3
202,Navya Bhatnagar,False,True,Dharmavaram,Offline,International,18,6097,4.5,First,Canceled,1
203,Ehsaan Bhalla,True,True,Kharagpur,Offline,International,51,27225,3.6,First,Canceled,2
204,Gokul Ghosh,False,True,Sambhal,Offline,International,22,23417,4.0,Economy,Canceled,1
205,Parinaaz Rajagopalan,True,True,Saharsa,Offline,International,50,20114,3.6,Business,On Time,5
206,Parinaaz Andra,False,True,Burhanpur,Offline,International,63,26040,4.2,Business,Canceled,2
207,Rasha Lal,True,True,Jalandhar,Offline,International,63,8898,4.5,Business,On Time,1
208,Taimur Baria,True,True,Agartala,Offline,International,55,26551,3.6,Economy,Delayed,1
209,Khushi Rege,False,True,Bally,Offline,International,39,19944,4.4,Economy,Delayed,4
210,Shray Acharya,False,False,Rajahmundry,Offline,International,67,25412,3.4,First,Delayed,4
211,Ivana Raman,False,False,Mumbai,Online,Domestic,38,26361,3.7,First,Delayed,5
212,Divij Bahri,True,True,Uluberia,Offline,International,35,20820,3.9,Business,On Time,4
213,Arhaan Dani,True,True,Satna,Offline,International,40,16684,3.0,Economy,On Time,2
214,Devansh Sinha,True,True,Agartala,Offline,International,64,15294,3.1,First,On Time,5
215,Vardaniya Sule,False,False,Davanagere,Offline,International,39,23629,4.7,First,Canceled,5
216,Rasha Choudhary,False,True,Morena,Offline,International,37,22195,3.1,First,Canceled,1
217,Nitara Kapoor,True,False,Nandyal,Offline,International,23,14485,4.7,Economy,Canceled,2
218,Tara Gokhale,True,False,Raipur,Offline,International,31,20582,4.9,Economy,Delayed,1
219,Rohan Bala,True,True,Bally,Offline,International,44,27400,3.0,First,On Time,5
220,Keya Kale,True,False,Nadiad,Offline,International,59,12900,4.7,Economy,On Time,5
221,Navya Magar,False,False,Bally,Offline,International,38,16899,4.2,Economy,Canceled,1
222,Charvi Lall,True,True,Danapur,Offline,International,27,27350,3.8,Economy,Canceled,5
223,Mehul Kumar,False,True,Patna,Offline,International,46,9092,4.2,First,On Time,2
224,Mahika Kuruvilla,False,True,Pune,Offline,International,39,20992,3.0,First,On Time,5
225,Amani Bandi,False,True,Ballia,Offline,International,40,10626,3.6,First,Canceled,1
226,Dharmajan Toor,False,False,Ahmednagar,Offline,International,57,21080,3.8,First,On Time,2
227,Hunar Dhillon,True,False,Sambalpur,Offline,International,20,10938,4.1,Business,On Time,4
228,Kabir Gara,False,False,Thoothukudi,Offline,International,31,27749,4.1,Economy,On Time,4
229,Lavanya Bhagat,True,False,Pudukkottai,Offline,International,69,22076,4.1,First,Delayed,3
230,Mehul Bala,True,False,Davanagere,Offline,International,65,28312,4.6,Business,On Time,5
231,Aaina Wason,True,True,Kavali,Offline,International,30,21457,4.1,First,Delayed,5
232,Diya Kalla,True,True,Latur,Offline,International,65,9778,4.1,First,On Time,4
233,Ira Lad,False,True,Vijayanagaram,Offline,International,38,9380,4.4,Business,Canceled,4
234,Hiran Divan,True,False,Hyderabad,Online,International,44,9924,3.7,Economy,On Time,3
235,Kashvi Malhotra,False,False,Naihati,Offline,International,23,28591,4.2,First,Canceled,3
236,Kartik Butala,True,False,Medininagar,Offline,International,38,18157,3.8,First,Canceled,3
237,Yashvi Tailor,False,False,Khammam,Offline,International,57,29967,3.4,Business,Delayed,3
238,Pari Kurian,False,False,Rohtak,Offline,International,44,6464,3.9,First,Delayed,3
239,Anahita Taneja,False,False,Sasaram,Offline,International,19,6275,3.0,First,On Time,3
240,Renee Kothari,True,False,Ambattur,Offline,International,58,10475,3.6,Business,On Time,2
241,Ivan Hans,False,True,Ludhiana,Offline,International,25,28290,5.0,Economy,Delayed,5
242,Ishaan Gopal,False,False,Ichalkaranji,Offline,International,54,6877,4.7,Economy,On Time,1
243,Samarth Khare,True,True,Nagpur,Offline,International,21,29438,4.4,First,Delayed,5
244,Dhanuk Chaudhuri,True,False,Dehradun,Offline,International,23,28119,3.8,Business,Delayed,5
245,Miraan Gala,True,True,Malda,Offline,International,27,22827,4.9,Business,Canceled,1
246,Tiya Talwar,False,False,Jamshedpur,Offline,International,67,13610,4.2,Economy,Canceled,4
247,Tarini Lala,False,True,Udupi,Offline,International,32,22696,4.6,Economy,On Time,2
248,Heer Tiwari,True,False,Kottayam,Offline,International,26,15042,3.6,Economy,Canceled,3
249,Nehmat Kala,True,False,Shimla,Offline,International,20,7601,3.9,First,On Time,2
250,Anya Gopal,True,False,Jamshedpur,Offline,International,48,6138,4.8,First,Delayed,5
251,Farhan Lal,True,False,Dharmavaram,Offline,International,51,27808,3.5,First,On Time,2
252,Kavya Dhawan,False,True,Akola,Offline,International,51,25899,5.0,Business,Canceled,3
253,Nirvaan Chada,False,True,Surendranagar Dudhrej,Offline,International,40,23188,4.9,Business,Delayed,3
254,Aniruddh Bedi,False,False,Agra,Offline,International,46,22931,3.4,Business,Delayed,1
255,Pranay Bora,True,False,Ghaziabad,Offline,International,43,27829,4.1,Business,On Time,3
256,Seher Goyal,False,True,Navi Mumbai,Offline,International,49,5892,3.5,First,Canceled,3
257,Shayak Dutt,False,False,Tezpur,Offline,International,18,29492,4.9,First,Delayed,3
258,Jivin Varughese,False,True,Madhyamgram,Offline,International,52,14454,4.6,First,Canceled,5
259,Hunar Bhakta,True,True,Pallavaram,Offline,International,47,5895,4.4,Business,On Time,5
260,Kaira Bora,False,True,Rajkot,Offline,International,31,13543,4.6,Business,On Time,4
261,Uthkarsh Wable,False,True,Ramgarh,Offline,International,41,7625,3.4,Economy,On Time,2
262,Ehsaan Sarin,False,False,Kadapa,Offline,International,25,27437,3.8,Economy,Canceled,5
263,Devansh Jaggi,True,False,Saharsa,Offline,International,31,6988,4.6,Economy,Canceled,1
264,Madhav Soman,True,False,Udupi,Offline,International,20,13855,4.9,Business,On Time,1
265,Gokul Loke,False,True,Jalgaon,Offline,International,57,9919,4.4,Business,Canceled,2
266,Aarna Chanda,True,True,Shivpuri,Offline,International,19,7228,4.1,Business,On Time,4
267,Jiya Karpe,False,True,Gudivada,Offline,International,62,11758,3.9,First,Delayed,2
268,Neysa Rajagopalan,False,False,Bidhannagar,Offline,International,62,17005,3.6,Economy,Delayed,2
269,Eshani Kale,False,False,Ongole,Offline,International,59,27564,3.5,Economy,Canceled,2
270,Kashvi Manda,False,True,Vijayanagaram,Offline,International,51,16248,4.4,Economy,On Time,2
271,Khushi Sabharwal,False,False,Warangal,Offline,International,35,28307,4.4,Business,On Time,2
272,Adah Dani,True,False,Surat,Offline,International,19,23027,4.5,First,On Time,4
273,Indrans Sehgal,False,True,Jamshedpur,Offline,International,66,7096,4.9,Economy,On Time,4
274,Emir Saini,False,False,Sonipat,Offline,International,26,25412,4.1,First,On Time,2
275,Jivin Lalla,False,True,Avadi,Offline,International,56,13903,3.1,First,Delayed,4
276,Anahi Yohannan,False,True,Bally,Offline,International,34,16059,4.1,Economy,Delayed,4
277,Aaina Sundaram,False,False,Madhyamgram,Offline,International,53,20706,4.7,Business,Canceled,3
278,Heer Comar,True,False,Pune,Offline,International,30,8699,4.3,First,Delayed,2
279,Nirvi Sibal,True,True,Anand,Offline,International,39,15750,4.8,First,Canceled,5
280,Fateh Deol,False,True,Bharatpur,Offline,International,69,7074,3.1,Economy,Canceled,4
281,Chirag Gill,False,False,Rajahmundry,Offline,International,23,8113,3.5,First,Delayed,3
282,Ryan Sandhu,True,True,Rampur,Offline,International,58,29462,4.0,Business,On Time,2
283,Vaibhav Kibe,True,True,Solapur,Offline,International,20,19470,3.1,First,Delayed,1
284,Veer Singh,True,True,Sambhal,Offline,International,36,8863,4.3,First,Delayed,2
285,Oorja Sheth,True,False,Thane,Offline,International,19,18841,3.4,Business,Canceled,2
286,Dishani Rastogi,False,False,Singrauli,Offline,International,55,5916,4.5,Economy,Delayed,2
287,Kiara Soni,False,True,Rajahmundry,Offline,International,59,22827,4.2,Economy,Canceled,5
288,Faiyaz Gera,False,False,Pallavaram,Offline,International,60,14223,3.5,Business,On Time,3
289,Rania Rajagopal,False,True,North Dumdum,Offline,International,33,7571,4.5,First,Canceled,4
290,Mehul Bava,True,True,Dharmavaram,Offline,International,57,22939,4.8,Business,On Time,1
291,Rhea Sandhu,False,False,Vadodara,Offline,International,30,8926,4.3,Economy,Delayed,2
292,Rhea Korpal,True,False,Jaunpur,Offline,International,35,7166,4.0,Business,Canceled,4
293,Shamik Shanker,True,False,Berhampur,Offline,International,35,29579,4.5,First,Canceled,3
294,Nirvi Kuruvilla,True,False,Surendranagar Dudhrej,Offline,International,60,16648,3.3,Economy,On Time,1
295,Shray Chana,False,True,Patna,Offline,International,53,17383,3.8,First,Delayed,1
296,Madhup Mallick,True,False,Jammu,Offline,International,33,10315,4.4,First,On Time,2
297,Kimaya Sehgal,False,False,Ambattur,Offline,International,52,27719,3.7,Economy,Delayed,3
298,Taimur Deshpande,True,False,Mangalore,Offline,International,68,20338,3.6,First,Canceled,1
299,Biju Kapur,False,True,Jaipur,Offline,International,41,25380,3.6,Business,On Time,2
300,Nakul Dayal,False,False,Vadodara,Offline,International,50,8541,3.3,First,Delayed,1
